key,value
"(12, 4)","{'super area title': 'Mhor Gorllewinol', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. The sea and sky meld into a maelstrom of gray and black, the boundary between them all but erased. Amidst the chaos, the horizon disappears behind a veil of mist and rain, leaving you feeling small and insignificant in the face of nature's power. "", 'title': 'Mhor Gorllewinol-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(12, 5)","{'super area title': 'Mhor Gorllewinol', 'description': ""The tempest rages with unrelenting fury, as waves surge and crash against one another, forming towering walls of water that seem to defy gravity. The gentle waves shimmer with each soft ripple, reflecting the moon's glow like a million diamonds. \n                                  A sense of tranquility pervades the air, broken only by the distant call of a night bird. The first twinkling lights mirror the constellations above, creating a breathtaking connection between the heavens and the tranquil waters below. It's a wild and powerful display of nature's might. "", 'title': 'Mhor Gorllewinol-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(12, 6)","{'super area title': 'Mhor Gorllewinol', 'description': ""Lightning splits the sky in blinding arcs of brilliance, illuminating the tumultuous seascape of Mhor Gorllewinol in stark contrast. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. It's a wild and powerful display of nature's might. "", 'title': 'Mhor Gorllewinol-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(12, 7)","{'super area title': 'Mhor Gorllewinol', 'description': ""The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. The air is cool and refreshing, carrying the scent of salt and adventure."", 'title': 'Mhor Gorllewinol-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(12, 8)","{'super area title': 'Mhor Gorllewinol', 'description': 'The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. ', 'title': 'Mhor Gorllewinol-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(12, 9)","{'super area title': 'Mhor Gorllewinol', 'description': ""Dark clouds gather overhead as the sea churns with energy. Waves rise and crash against the rugged rocks, sending salty spray into the air. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. Amidst the chaos, the horizon disappears behind a veil of mist and rain, leaving you feeling small and insignificant in the face of nature's power. "", 'title': 'Mhor Gorllewinol-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(12, 10)","{'super area title': 'Farraige Mhor', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(12, 11)","{'super area title': 'Farraige Mhor', 'description': 'Lightning splits the sky in blinding arcs of brilliance, illuminating the tumultuous seascape of Farraige Mhor in stark contrast. The sea and sky meld into a maelstrom of gray and black, the boundary between them all but erased. The air is cool and refreshing, carrying the scent of salt and adventure.', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(12, 12)","{'super area title': 'Farraige Mhor', 'description': 'The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(12, 13)","{'super area title': 'Farraige Mhor', 'description': ""The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. It's a wild and powerful display of nature's might. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(12, 14)","{'super area title': 'Farraige Mhor', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. Amidst the chaos, the horizon disappears behind a veil of mist and rain, leaving you feeling small and insignificant in the face of nature's power. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
